id_lectura,sensor_id,humedad_suelo,temperatura_suelo,conductividad_electrica,timestamp
1506,20,49.57,23.0,1.084,2025-11-07 06:00:00
1507,20,46.99,25.3,1.136,2025-11-07 12:00:00
1508,20,48.54,22.7,1.062,2025-11-07 18:00:00
1509,23,40.85,19.3,1.088,2025-11-07 00:00:00
1510,23,39.14,20.7,1.076,2025-11-07 06:00:00
1511,23,39.26,24.4,1.146,2025-11-07 12:00:00
1512,23,40.71,22.3,1.023,2025-11-07 18:00:00
1513,25,35.76,20.9,0.996,2025-11-07 00:00:00
1514,25,33.85,21.6,1.078,2025-11-07 06:00:00
1515,25,31.22,25.4,1.119,2025-11-07 12:00:00
1516,25,34.14,23.4,1.041,2025-11-07 18:00:00
1517,29,55.56,19.7,1.188,2025-11-07 00:00:00
1518,29,54.97,20.9,1.159,2025-11-07 06:00:00
1519,29,51.07,24.7,1.129,2025-11-07 12:00:00
1520,29,56.14,22.7,1.073,2025-11-07 18:00:00
1521,1,39.08,23.9,0.996,2025-11-08 00:00:00
1522,1,38.54,25.1,1.07,2025-11-08 06:00:00
1523,1,36.64,28.9,1.04,2025-11-08 12:00:00
1524,1,39.31,27.6,1.03,2025-11-08 18:00:00
1525,5,53.1,24.8,1.128,2025-11-08 00:00:00
1526,5,50.52,26.6,1.067,2025-11-08 06:00:00
1527,5,48.82,28.9,1.034,2025-11-08 12:00:00
1528,5,51.88,27.9,1.164,2025-11-08 18:00:00
1529,7,55.71,23.3,1.092,2025-11-08 00:00:00
1530,7,56.14,24.8,1.075,2025-11-08 06:00:00
1531,7,53.28,27.6,1.167,2025-11-08 12:00:00
1532,7,56.96,25.8,1.183,2025-11-08 18:00:00
1533,10,42.53,24.0,0.997,2025-11-08 00:00:00
1534,10,40.84,24.6,1.046,2025-11-08 06:00:00
1535,10,37.57,28.7,0.918,2025-11-08 12:00:00
1536,10,42.22,27.3,1.164,2025-11-08 18:00:00
1537,13,40.19,23.6,1.005,2025-11-08 00:00:00
1538,13,38.8,25.1,1.004,2025-11-08 06:00:00
1539,13,36.73,28.8,0.946,2025-11-08 12:00:00
1540,13,39.28,26.1,1.041,2025-11-08 18:00:00
1541,17,53.76,22.7,1.208,2025-11-08 00:00:00
1542,17,54.25,22.9,1.058,2025-11-08 06:00:00
1543,17,51.37,28.5,1.061,2025-11-08 12:00:00
1544,17,53.44,26.6,1.13,2025-11-08 18:00:00
1545,20,50.75,25.4,1.124,2025-11-08 00:00:00
1546,20,48.53,25.9,1.14,2025-11-08 06:00:00
1547,20,47.9,29.4,0.993,2025-11-08 12:00:00
1548,20,48.42,27.1,1.065,2025-11-08 18:00:00
1549,23,41.05,24.0,1.095,2025-11-08 00:00:00
1550,23,42.29,25.2,1.133,2025-11-08 06:00:00
1551,23,37.68,29.5,0.933,2025-11-08 12:00:00
1552,23,40.75,27.2,0.964,2025-11-08 18:00:00
1553,25,34.45,23.4,0.862,2025-11-08 00:00:00
1554,25,33.31,25.0,0.915,2025-11-08 06:00:00
1555,25,30.89,28.2,1.034,2025-11-08 12:00:00
1556,25,32.86,26.2,0.974,2025-11-08 18:00:00
1557,29,55.63,25.5,1.078,2025-11-08 00:00:00
1558,29,57.43,25.5,1.102,2025-11-08 06:00:00
1559,29,54.47,29.9,1.105,2025-11-08 12:00:00
1560,29,56.82,28.3,1.161,2025-11-08 18:00:00
1561,1,39.08,22.9,1.104,2025-11-09 00:00:00
1562,1,36.82,24.5,1.004,2025-11-09 06:00:00
1563,1,37.03,28.9,1.014,2025-11-09 12:00:00
1564,1,38.64,26.7,1.039,2025-11-09 18:00:00
1565,5,50.51,24.4,1.14,2025-11-09 00:00:00
1566,5,48.54,25.0,1.071,2025-11-09 06:00:00
1567,5,46.68,29.5,1.071,2025-11-09 12:00:00
1568,5,48.15,27.6,1.095,2025-11-09 18:00:00
1569,7,56.35,24.0,1.173,2025-11-09 00:00:00
1570,7,56.51,25.4,1.127,2025-11-09 06:00:00
1571,7,54.52,29.3,1.149,2025-11-09 12:00:00
1572,7,54.89,27.9,1.083,2025-11-09 18:00:00
1573,10,42.17,24.2,1.109,2025-11-09 00:00:00
1574,10,40.27,25.2,1.001,2025-11-09 06:00:00
1575,10,40.51,28.2,1.044,2025-11-09 12:00:00
1576,10,42.17,27.3,0.991,2025-11-09 18:00:00
1577,13,39.57,25.4,1.032,2025-11-09 00:00:00
1578,13,39.48,25.9,1.017,2025-11-09 06:00:00
1579,13,37.54,29.1,0.955,2025-11-09 12:00:00
1580,13,38.58,28.2,1.101,2025-11-09 18:00:00
1581,17,56.02,24.5,1.14,2025-11-09 00:00:00
1582,17,55.31,25.3,1.139,2025-11-09 06:00:00
1583,17,52.72,28.6,1.111,2025-11-09 12:00:00
1584,17,55.14,27.5,1.132,2025-11-09 18:00:00
1585,20,49.77,25.9,1.047,2025-11-09 00:00:00
1586,20,47.76,25.9,0.983,2025-11-09 06:00:00
1587,20,46.66,30.1,1.003,2025-11-09 12:00:00
1588,20,47.76,26.8,1.131,2025-11-09 18:00:00
1589,23,44.2,25.1,0.95,2025-11-09 00:00:00
1590,23,40.61,26.0,1.031,2025-11-09 06:00:00
1591,23,39.12,30.3,1.098,2025-11-09 12:00:00
1592,23,41.63,28.8,1.068,2025-11-09 18:00:00
1593,25,32.92,24.3,0.991,2025-11-09 00:00:00
1594,25,32.92,26.2,0.996,2025-11-09 06:00:00
1595,25,29.43,29.5,1.014,2025-11-09 12:00:00
1596,25,31.51,27.5,0.91,2025-11-09 18:00:00
1597,29,57.91,24.5,1.076,2025-11-09 00:00:00
1598,29,57.7,24.6,1.128,2025-11-09 06:00:00
1599,29,55.84,28.8,1.202,2025-11-09 12:00:00
1600,29,57.87,27.2,1.125,2025-11-09 18:00:00
1601,1,39.81,18.9,1.027,2025-11-10 00:00:00
1602,1,38.35,20.0,0.948,2025-11-10 06:00:00
1603,1,36.37,23.0,0.947,2025-11-10 12:00:00
1604,1,37.08,21.8,0.972,2025-11-10 18:00:00
1605,5,50.76,18.7,1.13,2025-11-10 00:00:00
1606,5,49.37,18.7,1.167,2025-11-10 06:00:00
1607,5,48.53,21.5,1.042,2025-11-10 12:00:00
1608,5,49.64,20.5,1.068,2025-11-10 18:00:00
1609,7,54.82,18.5,1.077,2025-11-10 00:00:00
1610,7,53.16,19.7,1.176,2025-11-10 06:00:00
1611,7,50.64,24.2,1.02,2025-11-10 12:00:00
1612,7,54.6,22.3,1.203,2025-11-10 18:00:00
1613,10,43.11,18.4,1.042,2025-11-10 00:00:00
1614,10,40.23,20.1,1.184,2025-11-10 06:00:00
1615,10,40.13,22.5,0.989,2025-11-10 12:00:00
1616,10,42.88,21.8,1.043,2025-11-10 18:00:00
1617,13,38.67,19.2,1.038,2025-11-10 00:00:00
1618,13,39.09,20.8,0.992,2025-11-10 06:00:00
1619,13,36.12,25.3,1.038,2025-11-10 12:00:00
1620,13,38.9,23.5,1.057,2025-11-10 18:00:00
1621,17,54.14,19.2,1.165,2025-11-10 00:00:00
1622,17,53.67,19.2,1.211,2025-11-10 06:00:00
1623,17,51.19,23.7,1.11,2025-11-10 12:00:00
1624,17,54.19,22.1,1.09,2025-11-10 18:00:00
1625,20,51.43,21.5,1.112,2025-11-10 00:00:00
1626,20,50.82,20.3,1.034,2025-11-10 06:00:00
1627,20,48.17,23.8,1.079,2025-11-10 12:00:00
1628,20,50.89,23.5,1.106,2025-11-10 18:00:00
1629,23,43.74,19.6,1.051,2025-11-10 00:00:00
1630,23,42.0,20.3,1.08,2025-11-10 06:00:00
1631,23,40.64,23.0,1.017,2025-11-10 12:00:00
1632,23,42.05,21.6,0.962,2025-11-10 18:00:00
1633,25,34.97,16.9,1.041,2025-11-10 00:00:00
1634,25,33.22,17.6,0.999,2025-11-10 06:00:00
1635,25,30.1,22.0,0.945,2025-11-10 12:00:00
1636,25,33.3,20.1,1.006,2025-11-10 18:00:00
1637,29,56.56,21.2,1.122,2025-11-10 00:00:00
1638,29,55.23,21.4,0.982,2025-11-10 06:00:00
1639,29,51.8,25.3,1.137,2025-11-10 12:00:00
1640,29,54.14,23.6,1.15,2025-11-10 18:00:00
1641,1,39.09,22.7,1.047,2025-11-11 00:00:00
1642,1,36.64,24.0,1.032,2025-11-11 06:00:00
1643,1,35.86,26.9,1.095,2025-11-11 12:00:00
1644,1,38.66,26.9,1.019,2025-11-11 18:00:00
1645,5,53.36,20.8,1.028,2025-11-11 00:00:00
1646,5,51.74,21.9,1.08,2025-11-11 06:00:00
1647,5,47.27,26.5,1.019,2025-11-11 12:00:00
1648,5,51.23,24.6,1.128,2025-11-11 18:00:00
1649,7,55.14,21.8,1.165,2025-11-11 00:00:00
1650,7,55.04,22.1,1.24,2025-11-11 06:00:00
1651,7,52.89,26.2,1.172,2025-11-11 12:00:00
1652,7,56.67,24.0,1.129,2025-11-11 18:00:00
1653,10,42.72,19.1,1.075,2025-11-11 00:00:00
1654,10,42.91,20.8,1.079,2025-11-11 06:00:00
1655,10,38.49,24.9,1.011,2025-11-11 12:00:00
1656,10,41.64,22.7,1.03,2025-11-11 18:00:00
1657,13,38.39,22.9,0.988,2025-11-11 00:00:00
1658,13,37.23,22.5,1.113,2025-11-11 06:00:00
1659,13,36.21,26.0,1.073,2025-11-11 12:00:00
1660,13,38.43,25.1,1.013,2025-11-11 18:00:00
1661,17,55.27,22.0,1.126,2025-11-11 00:00:00
1662,17,55.03,22.6,1.099,2025-11-11 06:00:00
1663,17,53.48,24.4,1.085,2025-11-11 12:00:00
1664,17,54.55,23.6,1.117,2025-11-11 18:00:00
1665,20,51.29,22.1,1.155,2025-11-11 00:00:00
1666,20,50.12,23.0,1.056,2025-11-11 06:00:00
1667,20,46.97,26.2,1.066,2025-11-11 12:00:00
1668,20,50.21,25.4,1.099,2025-11-11 18:00:00
1669,23,39.6,20.9,1.003,2025-11-11 00:00:00
1670,23,39.22,22.4,1.023,2025-11-11 06:00:00
1671,23,37.22,26.5,0.969,2025-11-11 12:00:00
1672,23,40.14,25.3,0.984,2025-11-11 18:00:00
1673,25,32.78,21.0,0.939,2025-11-11 00:00:00
1674,25,32.07,22.2,1.066,2025-11-11 06:00:00
1675,25,30.17,26.2,1.052,2025-11-11 12:00:00
1676,25,34.05,24.3,0.906,2025-11-11 18:00:00
1677,29,59.09,22.4,1.209,2025-11-11 00:00:00
1678,29,57.17,21.8,1.118,2025-11-11 06:00:00
1679,29,55.86,26.2,1.124,2025-11-11 12:00:00
1680,29,56.56,26.0,1.223,2025-11-11 18:00:00
1681,1,39.71,17.7,1.079,2025-11-12 00:00:00
1682,1,38.31,18.1,1.076,2025-11-12 06:00:00
1683,1,35.68,20.9,0.938,2025-11-12 12:00:00
1684,1,38.11,20.5,1.008,2025-11-12 18:00:00
1685,5,49.53,17.5,1.088,2025-11-12 00:00:00
1686,5,49.18,18.7,1.085,2025-11-12 06:00:00
1687,5,45.64,22.6,1.07,2025-11-12 12:00:00
1688,5,49.41,21.4,1.142,2025-11-12 18:00:00
1689,7,56.55,18.6,1.263,2025-11-12 00:00:00
1690,7,54.96,17.7,1.082,2025-11-12 06:00:00
1691,7,54.18,22.6,1.146,2025-11-12 12:00:00
1692,7,55.1,20.2,1.214,2025-11-12 18:00:00
1693,10,44.39,16.7,1.048,2025-11-12 00:00:00
1694,10,42.1,17.1,0.976,2025-11-12 06:00:00
1695,10,40.66,21.1,1.079,2025-11-12 12:00:00
1696,10,43.49,20.4,0.98,2025-11-12 18:00:00
1697,13,38.28,17.5,1.048,2025-11-12 00:00:00
1698,13,36.19,17.6,1.03,2025-11-12 06:00:00
1699,13,34.14,20.4,0.917,2025-11-12 12:00:00
1700,13,38.21,19.7,0.998,2025-11-12 18:00:00
1701,17,58.04,17.8,1.032,2025-11-12 00:00:00
1702,17,55.21,17.8,1.123,2025-11-12 06:00:00
1703,17,54.39,21.2,1.122,2025-11-12 12:00:00
1704,17,58.47,19.9,1.239,2025-11-12 18:00:00
1705,20,50.49,17.3,1.082,2025-11-12 00:00:00
1706,20,50.12,19.7,1.076,2025-11-12 06:00:00
1707,20,48.26,21.4,1.143,2025-11-12 12:00:00
1708,20,49.01,21.1,1.09,2025-11-12 18:00:00
1709,23,42.12,17.3,1.037,2025-11-12 00:00:00
1710,23,40.31,18.4,1.002,2025-11-12 06:00:00
1711,23,39.92,22.2,1.046,2025-11-12 12:00:00
1712,23,40.04,20.8,1.001,2025-11-12 18:00:00
1713,25,33.51,17.2,1.032,2025-11-12 00:00:00
1714,25,32.79,17.2,1.044,2025-11-12 06:00:00
1715,25,29.87,21.4,1.04,2025-11-12 12:00:00
1716,25,33.07,20.0,0.899,2025-11-12 18:00:00
1717,29,56.58,17.3,1.106,2025-11-12 00:00:00
1718,29,55.53,18.1,1.073,2025-11-12 06:00:00
1719,29,51.62,21.6,1.067,2025-11-12 12:00:00
1720,29,55.46,19.3,1.089,2025-11-12 18:00:00
1721,1,39.25,20.2,1.212,2025-11-13 00:00:00
1722,1,36.83,20.9,0.986,2025-11-13 06:00:00
1723,1,35.4,23.8,0.956,2025-11-13 12:00:00
1724,1,38.3,22.0,1.077,2025-11-13 18:00:00
1725,5,51.69,19.7,1.092,2025-11-13 00:00:00
1726,5,49.27,20.8,0.99,2025-11-13 06:00:00
1727,5,49.03,24.5,1.152,2025-11-13 12:00:00
1728,5,51.31,22.7,1.053,2025-11-13 18:00:00
1729,7,56.19,22.2,1.101,2025-11-13 00:00:00
1730,7,53.57,22.3,1.122,2025-11-13 06:00:00
1731,7,52.29,26.5,1.06,2025-11-13 12:00:00
1732,7,55.07,25.4,1.143,2025-11-13 18:00:00
1733,10,43.19,20.1,0.994,2025-11-13 00:00:00
1734,10,41.71,21.8,1.115,2025-11-13 06:00:00
1735,10,40.83,23.9,1.099,2025-11-13 12:00:00
1736,10,41.09,23.7,1.028,2025-11-13 18:00:00
1737,13,37.65,20.3,0.938,2025-11-13 00:00:00
1738,13,36.76,22.7,1.154,2025-11-13 06:00:00
1739,13,34.77,25.9,1.02,2025-11-13 12:00:00
1740,13,37.59,23.6,1.035,2025-11-13 18:00:00
1741,17,55.57,21.0,1.08,2025-11-13 00:00:00
1742,17,54.07,22.6,1.183,2025-11-13 06:00:00
1743,17,53.19,25.1,1.135,2025-11-13 12:00:00
1744,17,55.42,24.4,1.035,2025-11-13 18:00:00
1745,20,50.58,19.1,1.033,2025-11-13 00:00:00
1746,20,51.75,20.3,1.108,2025-11-13 06:00:00
1747,20,48.55,24.3,1.139,2025-11-13 12:00:00
1748,20,51.44,22.0,1.094,2025-11-13 18:00:00
1749,23,43.15,19.9,1.095,2025-11-13 00:00:00
1750,23,40.83,22.2,1.084,2025-11-13 06:00:00
1751,23,40.31,26.0,1.109,2025-11-13 12:00:00
1752,23,42.68,24.0,1.058,2025-11-13 18:00:00
1753,25,33.31,20.5,1.064,2025-11-13 00:00:00
1754,25,31.88,22.9,0.91,2025-11-13 06:00:00
1755,25,29.39,25.4,1.033,2025-11-13 12:00:00
1756,25,32.65,24.0,0.94,2025-11-13 18:00:00
1757,29,58.32,19.0,1.23,2025-11-13 00:00:00
1758,29,57.4,19.7,1.098,2025-11-13 06:00:00
1759,29,52.59,23.6,1.154,2025-11-13 12:00:00
1760,29,56.59,22.8,1.063,2025-11-13 18:00:00
1761,1,40.8,13.5,1.078,2025-11-14 00:00:00
1762,1,36.23,15.3,1.019,2025-11-14 06:00:00
1763,1,36.25,18.7,1.104,2025-11-14 12:00:00
1764,1,39.34,17.6,0.958,2025-11-14 18:00:00
1765,5,52.92,14.1,1.185,2025-11-14 00:00:00
1766,5,51.87,14.3,1.176,2025-11-14 06:00:00
1767,5,50.05,18.0,1.102,2025-11-14 12:00:00
1768,5,50.68,17.4,1.028,2025-11-14 18:00:00
1769,7,54.03,13.5,1.061,2025-11-14 00:00:00
1770,7,54.08,15.5,1.134,2025-11-14 06:00:00
1771,7,53.63,17.6,1.058,2025-11-14 12:00:00
1772,7,53.71,16.5,1.258,2025-11-14 18:00:00
1773,10,42.71,12.6,1.054,2025-11-14 00:00:00
1774,10,43.09,13.2,0.962,2025-11-14 06:00:00
1775,10,41.1,15.6,0.953,2025-11-14 12:00:00
1776,10,41.99,14.7,1.122,2025-11-14 18:00:00
1777,13,38.45,13.5,1.007,2025-11-14 00:00:00
1778,13,36.27,14.0,0.935,2025-11-14 06:00:00
1779,13,34.51,17.5,1.036,2025-11-14 12:00:00
1780,13,37.15,16.8,1.026,2025-11-14 18:00:00
1781,17,55.49,12.6,1.153,2025-11-14 00:00:00
1782,17,54.98,14.0,1.006,2025-11-14 06:00:00
1783,17,51.24,17.3,1.082,2025-11-14 12:00:00
1784,17,55.07,15.7,1.207,2025-11-14 18:00:00
1785,20,52.2,12.2,1.083,2025-11-14 00:00:00
1786,20,49.19,11.7,1.077,2025-11-14 06:00:00
1787,20,47.45,16.8,1.07,2025-11-14 12:00:00
1788,20,49.75,14.1,1.198,2025-11-14 18:00:00
1789,23,43.56,13.6,1.121,2025-11-14 00:00:00
1790,23,40.86,13.9,1.098,2025-11-14 06:00:00
1791,23,39.81,17.9,1.001,2025-11-14 12:00:00
1792,23,42.51,16.0,1.087,2025-11-14 18:00:00
1793,25,30.85,13.2,1.106,2025-11-14 00:00:00
1794,25,30.48,15.5,0.962,2025-11-14 06:00:00
1795,25,28.75,18.3,0.968,2025-11-14 12:00:00
1796,25,31.83,17.2,1.029,2025-11-14 18:00:00
1797,29,54.67,14.3,1.16,2025-11-14 00:00:00
1798,29,53.59,13.3,1.053,2025-11-14 06:00:00
1799,29,53.12,18.7,1.123,2025-11-14 12:00:00
1800,29,52.84,15.8,1.036,2025-11-14 18:00:00
1801,1,39.91,27.0,0.988,2025-11-15 00:00:00
1802,1,39.63,27.8,1.074,2025-11-15 06:00:00
1803,1,35.78,31.8,1.002,2025-11-15 12:00:00
1804,1,39.0,29.2,0.984,2025-11-15 18:00:00
1805,5,49.73,27.5,1.067,2025-11-15 00:00:00
1806,5,48.65,28.2,0.996,2025-11-15 06:00:00
1807,5,45.57,31.8,1.037,2025-11-15 12:00:00
1808,5,50.09,30.7,1.136,2025-11-15 18:00:00
1809,7,57.27,28.9,1.144,2025-11-15 00:00:00
1810,7,54.12,29.6,1.117,2025-11-15 06:00:00
1811,7,51.28,32.9,1.112,2025-11-15 12:00:00
1812,7,54.46,30.5,1.041,2025-11-15 18:00:00
1813,10,42.91,26.3,1.054,2025-11-15 00:00:00
1814,10,41.91,28.2,1.013,2025-11-15 06:00:00
1815,10,41.07,32.3,1.044,2025-11-15 12:00:00
1816,10,43.47,29.3,1.115,2025-11-15 18:00:00
1817,13,36.42,27.0,0.97,2025-11-15 00:00:00
1818,13,35.53,28.1,0.972,2025-11-15 06:00:00
1819,13,32.58,31.5,1.052,2025-11-15 12:00:00
1820,13,35.4,30.1,0.99,2025-11-15 18:00:00
1821,17,55.96,27.6,1.083,2025-11-15 00:00:00
1822,17,52.87,27.7,1.079,2025-11-15 06:00:00
1823,17,51.82,30.5,1.055,2025-11-15 12:00:00
1824,17,55.37,29.5,1.194,2025-11-15 18:00:00
1825,20,50.79,27.0,1.128,2025-11-15 00:00:00
1826,20,50.22,28.5,1.122,2025-11-15 06:00:00
1827,20,46.55,31.2,1.226,2025-11-15 12:00:00
1828,20,50.73,31.1,1.174,2025-11-15 18:00:00
1829,23,43.81,27.4,1.033,2025-11-15 00:00:00
1830,23,42.63,28.3,1.01,2025-11-15 06:00:00
1831,23,39.93,30.8,0.998,2025-11-15 12:00:00
1832,23,41.77,29.4,1.122,2025-11-15 18:00:00
1833,25,33.04,26.5,1.014,2025-11-15 00:00:00
1834,25,30.31,26.5,1.079,2025-11-15 06:00:00
1835,25,27.89,30.9,1.02,2025-11-15 12:00:00
1836,25,30.55,29.6,1.022,2025-11-15 18:00:00
1837,29,56.91,27.9,1.122,2025-11-15 00:00:00
1838,29,53.71,29.1,1.221,2025-11-15 06:00:00
1839,29,53.61,32.7,1.15,2025-11-15 12:00:00
1840,29,56.06,31.3,1.156,2025-11-15 18:00:00
1841,1,41.62,21.7,1.11,2025-11-16 00:00:00
1842,1,38.05,22.4,1.192,2025-11-16 06:00:00
1843,1,36.98,26.6,1.052,2025-11-16 12:00:00
1844,1,40.17,25.0,1.082,2025-11-16 18:00:00
1845,5,50.07,21.1,0.988,2025-11-16 00:00:00
1846,5,49.72,21.0,1.13,2025-11-16 06:00:00
1847,5,48.0,24.9,1.16,2025-11-16 12:00:00
1848,5,49.73,22.3,1.124,2025-11-16 18:00:00
1849,7,55.36,19.6,1.14,2025-11-16 00:00:00
1850,7,53.28,21.3,1.178,2025-11-16 06:00:00
1851,7,52.89,24.8,1.068,2025-11-16 12:00:00
1852,7,54.89,22.9,1.139,2025-11-16 18:00:00
1853,10,44.7,20.6,1.062,2025-11-16 00:00:00
1854,10,41.57,21.8,1.038,2025-11-16 06:00:00
1855,10,41.09,25.0,1.067,2025-11-16 12:00:00
1856,10,43.13,22.8,1.008,2025-11-16 18:00:00
1857,13,37.25,20.7,1.005,2025-11-16 00:00:00
1858,13,34.94,20.6,0.961,2025-11-16 06:00:00
1859,13,34.26,25.0,0.911,2025-11-16 12:00:00
1860,13,35.01,24.0,1.027,2025-11-16 18:00:00
1861,17,57.15,22.0,1.087,2025-11-16 00:00:00
1862,17,56.08,22.3,1.138,2025-11-16 06:00:00
1863,17,53.7,25.5,1.014,2025-11-16 12:00:00
1864,17,56.05,24.5,1.118,2025-11-16 18:00:00
1865,20,49.96,21.8,1.081,2025-11-16 00:00:00
1866,20,50.67,22.4,1.083,2025-11-16 06:00:00
1867,20,45.7,26.7,1.07,2025-11-16 12:00:00
1868,20,50.85,24.2,1.125,2025-11-16 18:00:00
1869,23,39.61,22.6,0.961,2025-11-16 00:00:00
1870,23,39.43,23.7,0.976,2025-11-16 06:00:00
1871,23,36.16,27.1,1.063,2025-11-16 12:00:00
1872,23,40.49,25.5,0.975,2025-11-16 18:00:00
1873,25,32.57,21.7,0.968,2025-11-16 00:00:00
1874,25,30.75,23.1,0.98,2025-11-16 06:00:00
1875,25,28.43,26.4,0.957,2025-11-16 12:00:00
1876,25,31.99,25.7,0.947,2025-11-16 18:00:00
1877,29,57.05,20.4,1.141,2025-11-16 00:00:00
1878,29,56.77,22.3,1.206,2025-11-16 06:00:00
1879,29,56.73,25.2,1.2,2025-11-16 12:00:00
1880,29,57.93,23.7,1.124,2025-11-16 18:00:00
1881,1,39.93,22.0,0.983,2025-11-17 00:00:00
1882,1,39.38,24.2,1.054,2025-11-17 06:00:00
1883,1,35.22,27.1,0.95,2025-11-17 12:00:00
1884,1,40.04,25.5,0.986,2025-11-17 18:00:00
1885,5,50.76,21.5,1.103,2025-11-17 00:00:00
1886,5,49.93,22.9,1.159,2025-11-17 06:00:00
1887,5,48.91,27.1,1.162,2025-11-17 12:00:00
1888,5,51.41,25.2,1.056,2025-11-17 18:00:00
1889,7,56.48,22.8,1.134,2025-11-17 00:00:00
1890,7,55.65,23.9,1.055,2025-11-17 06:00:00
1891,7,51.65,28.2,1.123,2025-11-17 12:00:00
1892,7,54.89,25.9,1.154,2025-11-17 18:00:00
1893,10,43.25,21.8,1.057,2025-11-17 00:00:00
1894,10,42.45,21.2,1.014,2025-11-17 06:00:00
1895,10,39.95,27.2,0.986,2025-11-17 12:00:00
1896,10,42.89,25.7,0.992,2025-11-17 18:00:00
1897,13,35.93,24.2,1.058,2025-11-17 00:00:00
1898,13,35.89,24.1,0.935,2025-11-17 06:00:00
1899,13,33.33,27.9,0.957,2025-11-17 12:00:00
1900,13,36.29,26.2,1.11,2025-11-17 18:00:00
1901,17,56.23,21.4,1.034,2025-11-17 00:00:00
1902,17,53.65,23.1,1.122,2025-11-17 06:00:00
1903,17,52.34,26.6,1.02,2025-11-17 12:00:00
1904,17,55.72,24.8,1.081,2025-11-17 18:00:00
1905,20,52.79,23.2,1.193,2025-11-17 00:00:00
1906,20,48.72,24.7,1.05,2025-11-17 06:00:00
1907,20,49.52,27.9,1.063,2025-11-17 12:00:00
1908,20,51.46,26.8,1.141,2025-11-17 18:00:00
1909,23,41.88,20.9,1.068,2025-11-17 00:00:00
1910,23,39.55,22.5,1.0,2025-11-17 06:00:00
1911,23,37.61,24.6,0.991,2025-11-17 12:00:00
1912,23,39.58,25.2,0.997,2025-11-17 18:00:00
1913,25,31.14,22.7,0.975,2025-11-17 00:00:00
1914,25,29.89,23.6,0.949,2025-11-17 06:00:00
1915,25,29.24,26.8,1.006,2025-11-17 12:00:00
1916,25,31.71,25.9,0.92,2025-11-17 18:00:00
1917,29,55.05,22.6,1.18,2025-11-17 00:00:00
1918,29,53.83,23.8,1.202,2025-11-17 06:00:00
1919,29,52.4,27.1,1.071,2025-11-17 12:00:00
1920,29,55.2,25.3,1.119,2025-11-17 18:00:00
1921,1,42.43,17.4,1.055,2025-11-18 00:00:00
1922,1,41.09,17.6,0.982,2025-11-18 06:00:00
1923,1,36.49,22.0,1.027,2025-11-18 12:00:00
1924,1,41.52,20.4,1.029,2025-11-18 18:00:00
1925,5,54.97,17.7,1.14,2025-11-18 00:00:00
1926,5,51.79,18.8,1.104,2025-11-18 06:00:00
1927,5,48.8,22.3,1.112,2025-11-18 12:00:00
1928,5,51.15,21.2,1.122,2025-11-18 18:00:00
1929,7,57.36,18.4,1.108,2025-11-18 00:00:00
1930,7,55.65,19.1,1.086,2025-11-18 06:00:00
1931,7,55.46,21.8,1.068,2025-11-18 12:00:00
1932,7,57.16,21.4,1.092,2025-11-18 18:00:00
1933,10,46.77,17.1,1.115,2025-11-18 00:00:00
1934,10,44.12,19.4,1.055,2025-11-18 06:00:00
1935,10,40.96,22.6,1.087,2025-11-18 12:00:00
1936,10,44.17,21.4,1.014,2025-11-18 18:00:00
1937,13,37.81,17.4,1.157,2025-11-18 00:00:00
1938,13,35.65,18.3,1.019,2025-11-18 06:00:00
1939,13,32.99,21.8,1.054,2025-11-18 12:00:00
1940,13,36.09,19.9,0.97,2025-11-18 18:00:00
1941,17,54.77,17.0,1.136,2025-11-18 00:00:00
1942,17,52.88,17.7,1.083,2025-11-18 06:00:00
1943,17,51.71,21.7,1.102,2025-11-18 12:00:00
1944,17,54.4,20.4,1.213,2025-11-18 18:00:00
1945,20,52.41,18.7,1.095,2025-11-18 00:00:00
1946,20,51.15,19.7,1.078,2025-11-18 06:00:00
1947,20,48.34,22.9,1.102,2025-11-18 12:00:00
1948,20,52.04,22.0,1.088,2025-11-18 18:00:00
1949,23,39.23,17.5,1.045,2025-11-18 00:00:00
1950,23,36.86,18.6,1.058,2025-11-18 06:00:00
1951,23,36.29,22.0,1.029,2025-11-18 12:00:00
1952,23,37.62,21.0,1.022,2025-11-18 18:00:00
1953,25,31.52,17.6,0.969,2025-11-18 00:00:00
1954,25,31.65,19.1,0.945,2025-11-18 06:00:00
1955,25,28.43,21.5,0.954,2025-11-18 12:00:00
1956,25,32.48,20.2,1.013,2025-11-18 18:00:00
1957,29,55.39,17.4,0.99,2025-11-18 00:00:00
1958,29,55.29,19.9,1.139,2025-11-18 06:00:00
1959,29,51.72,22.0,1.087,2025-11-18 12:00:00
1960,29,54.54,21.3,1.168,2025-11-18 18:00:00
1961,1,41.15,19.7,1.024,2025-11-19 00:00:00
1962,1,39.16,20.2,1.032,2025-11-19 06:00:00
1963,1,36.14,23.3,1.082,2025-11-19 12:00:00
1964,1,38.44,23.0,0.936,2025-11-19 18:00:00
1965,5,50.16,17.1,1.092,2025-11-19 00:00:00
1966,5,49.05,19.0,1.123,2025-11-19 06:00:00
1967,5,46.47,22.0,1.029,2025-11-19 12:00:00
1968,5,49.01,20.8,1.214,2025-11-19 18:00:00
1969,7,55.72,18.7,1.142,2025-11-19 00:00:00
1970,7,54.01,18.5,1.106,2025-11-19 06:00:00
